;App Name;App Id;Category;Rating;Rating Count;Installs;Minimum Installs;Maximum Installs;Free;Price;Currency;Size;Minimum Android;Developer Id;Developer Website;Developer Email;Released;Last Updated;Content Rating;Privacy Policy;Ad Supported;In App Purchases;Editors Choice;Scraped Time;Big_Category2;App;Image
1284;Kiko And Friends WA Sticker;com.mncanimation.sticker.kikoandfriends;Entertainment;4.1;252.0;50,000+;50000.0;62910;True;0.0;USD;6.7M;4.0.3 and up;MNC Animation;http://www.mncanimation.com/;admin.mnca@mncgroup.com;Aug 4, 2019;Jul 30, 2020;Everyone;http://www.mncanimation.com/pages/privacy-policy;False;False;False;2021-06-16 00:37:46;Entertainment;Kiko And Friends WA Sticker;"[[[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 ...

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]]"
1285;Daily Cash Reward Offer - Video Dekhe Paisa Jeeto;com.majurhoga.photocaller.screendialer;Entertainment;3.5;1483.0;50,000+;50000.0;51208;True;0.0;USD;11M;4.4 and up;Majur Hoga;;Majurhoga7979@gmail.com;Feb 23, 2021;Mar 15, 2021;Mature 17+;https://sites.google.com/view/majurhoga/home;True;False;False;2021-06-15 20:56:11;Entertainment;Daily Cash Reward Offer - Video Dekhe Paisa Jeeto;"[[[ 87  17 148]
  [ 87  17 148]
  [ 87  17 148]
  ...
  [ 87  17 148]
  [ 87  17 148]
  [ 87  17 148]]

 [[ 87  17 148]
  [ 87  17 148]
  [ 87  17 148]
  ...
  [ 87  17 148]
  [ 87  17 148]
  [ 87  17 148]]

 [[ 87  17 148]
  [ 87  17 148]
  [ 87  17 148]
  ...
  [ 87  17 148]
  [ 87  17 148]
  [ 87  17 148]]

 ...

 [[ 87  17 148]
  [ 87  17 148]
  [ 87  17 148]
  ...
  [ 87  17 148]
  [ 87  17 148]
  [ 87  17 148]]

 [[ 87  17 148]
  [ 87  17 148]
  [ 87  17 148]
  ...
  [ 87  17 148]
  [ 87  17 148]
  [ 87  17 148]]

 [[ 87  17 148]
  [ 87  17 148]
  [ 87  17 148]
  ...
  [ 87  17 148]
  [ 87  17 148]
  [ 87  17 148]]]"
1286;Luladrão: Prison Break;com.VHN.MoluscoRun;Arcade;4.1;485.0;10,000+;10000.0;30606;True;0.0;USD;Varies with device;4.1 and up;Crazy Pug Studio;https://www.facebook.com/vhngames/;victroi44@gmail.com;Apr 5, 2018;Dec 05, 2018;Everyone;https://pastebin.com/bJ7mWy6N;True;True;False;2021-06-16 07:34:16;Games;Luladrão: Prison Break;"[[[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 ...

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]]"
1287;Cryptic Escape;com.threedmethods.crypticescape;Adventure;4.0;124.0;5,000+;5000.0;6658;False;0.99;USD;51M;4.0.3 and up;3D Methods;http://www.3dmethods.com;3dmethodsgames@gmail.com;Aug 13, 2014;Jul 28, 2020;Everyone;;False;False;False;2021-06-16 05:55:18;Games;Cryptic Escape;"[[[38 37 40]
  [37 36 39]
  [36 35 38]
  ...
  [89 31 28]
  [88 30 27]
  [88 30 26]]

 [[37 36 39]
  [37 35 39]
  [36 34 37]
  ...
  [90 32 29]
  [89 31 28]
  [89 31 27]]

 [[36 34 38]
  [36 34 37]
  [36 33 37]
  ...
  [92 32 30]
  [91 32 29]
  [90 32 29]]

 ...

 [[24 19 17]
  [24 20 17]
  [25 21 18]
  ...
  [28 27 26]
  [31 29 28]
  [31 29 28]]

 [[25 21 19]
  [25 21 19]
  [25 21 18]
  ...
  [25 24 22]
  [27 25 23]
  [26 24 23]]

 [[26 22 20]
  [25 22 20]
  [25 21 18]
  ...
  [23 22 21]
  [25 23 21]
  [24 22 20]]]"
1288;Kick Hero;com.loadcomplete.kickhero;Sports;4.4;28252.0;1,000,000+;1000000.0;1001386;True;0.0;USD;34M;4.0.3 and up;LoadComplete;http://www.loadcomplete.com;macaron@loadcomplete.com;Jun 14, 2015;Aug 24, 2017;Everyone 10+;http://bit.ly/2kczhiD;True;True;False;2021-06-16 07:37:21;Entertainment;Kick Hero;"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [158 207 222]
  [164 210 225]
  [166 212 226]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [159 209 224]
  [167 213 227]
  [169 214 228]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [163 213 229]
  [172 218 232]
  [176 220 233]]

 ...

 [[105 148  91]
  [ 98 143  82]
  [ 83 130  64]
  ...
  [ 45  99  33]
  [ 45  98  32]
  [ 45  98  32]]

 [[144 174 127]
  [131 164 113]
  [102 142  84]
  ...
  [ 45  99  33]
  [ 41  94  29]
  [ 40  93  28]]

 [[161 186 143]
  [146 174 128]
  [111 148  93]
  ...
  [ 46 100  34]
  [ 41  94  28]
  [ 40  92  27]]]"
1289;Decora NetCustodian;com.mgrm.deco;Education;3.9;169.0;5,000+;5000.0;6162;True;0.0;USD;3.8M;4.0.3 and up;Education Platform;http://www.decorainfotech.in;netcustodianapp@gmail.com;Jul 10, 2017;Jun 05, 2021;Everyone;http://www.decorainfotech.in;False;False;False;2021-06-16 07:11:50;Education;Decora NetCustodian;"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[ 45 137 189]
  [ 38 133 187]
  [ 27 128 184]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[ 58 144 193]
  [ 52 140 191]
  [ 40 134 188]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[ 67 148 195]
  [ 60 144 193]
  [ 49 139 190]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]"
1290;Sdab Music:Streaming music service;com.music.sdab;Entertainment;4.4;183.0;10,000+;10000.0;25234;True;0.0;USD;16M;6.0 and up;4Gam3r;https://www.facebook.com/4Gam3r;ptechnology2020@gmail.com;Jul 15, 2020;Apr 22, 2021;Everyone;https://www.dropbox.com/h?preview=Sdab+Music+privacy.docx;True;False;False;2021-06-16 08:22:22;Entertainment;Sdab Music:Streaming music service;"[[[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 ...

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]]"
1291;Anatomy Dictionary;com.letsnurture.anatomy;Medical;3.8;197.0;10,000+;10000.0;45591;True;0.0;USD;6.2M;4.1 and up;letsnurture;http://www.letsnurture.com;ketan@letsnurture.com;May 15, 2014;Sep 12, 2018;Everyone;https://www.letsnurture.com/privacy-policy.html;True;False;False;2021-06-16 01:29:10;Lifestyle;Anatomy Dictionary;"[[[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 ...

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]]"
1292;RPGステラセプトオンライン;com.asobimo.stellacept_online_gp;Adventure;3.8;18802.0;500,000+;500000.0;775467;True;0.0;USD;76M;4.0 and up;Asobimo, Inc.;http://scept.jp/?from=googleplay;support@scept.jp;;Oct 06, 2020;Teen;http://scept.jp/outline/privacy/?from=googleplay;False;False;False;2021-06-16 04:35:44;Games;RPGステラセプトオンライン;"[[[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [1 1 1 1]
  ...
  [1 1 1 1]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [1 1 1 1]
  [6 7 6 3]
  ...
  [4 3 2 3]
  [0 0 0 1]
  [0 0 0 0]]

 ...

 [[0 0 0 0]
  [1 1 1 1]
  [8 8 8 3]
  ...
  [8 8 7 3]
  [1 1 1 1]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [1 1 1 1]
  ...
  [1 1 1 1]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]]"
1293;aksårå;com.aksara.app;Tools;4.2;215.0;10,000+;10000.0;47078;True;0.0;USD;7.4M;4.1 and up;Kampoeng Stoedio;;rino.agoes@gmail.com;Sep 17, 2019;Sep 17, 2019;Everyone;;True;False;False;2021-06-16 10:58:14;Tools;aksårå;"[[[ 0  0  0  0]
  [ 0  1  1  1]
  [ 0  7  7  4]
  ...
  [ 7  7  7  3]
  [ 1  1  1  1]
  [ 0  0  0  0]]

 [[ 0  1  1  1]
  [ 0  4  4  2]
  [ 1 16 18 10]
  ...
  [18 18 18  9]
  [ 4  4  4  2]
  [ 1  1  1  1]]

 [[ 0  7  7  4]
  [ 1 16 18 10]
  [ 2 44 50 31]
  ...
  [51 51 51 28]
  [18 18 18  9]
  [ 7  7  7  3]]

 ...

 [[ 1  7  7  4]
  [ 2 16 18 10]
  [ 5 44 50 31]
  ...
  [51 51 51 30]
  [18 18 18  9]
  [ 7  7  7  3]]

 [[ 0  1  1  1]
  [ 0  4  4  2]
  [ 2 16 18 10]
  ...
  [18 18 18  9]
  [ 4  4  4  2]
  [ 1  1  1  1]]

 [[ 0  0  0  0]
  [ 0  1  1  1]
  [ 1  7  7  4]
  ...
  [ 7  7  7  3]
  [ 1  1  1  1]
  [ 0  0  0  0]]]"
1294;Video Call Soniic cat 3AM Horrore;com.Horror_scary.sonicxcall_video;Entertainment;4.2;185.0;100,000+;100000.0;102349;True;0.0;USD;69M;4.4 and up;gene.ma;;twicev.summers@gmail.com;Feb 2, 2021;Feb 02, 2021;Teen;https://sites.google.com/view/sirenheadcall/home;True;False;False;2021-06-16 05:17:43;Entertainment;Video Call Soniic cat 3AM Horrore;"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
1295;Dead Spreading:Survival;com.ccmg.deadspreadingsurvival;Action;4.4;24753.0;500,000+;500000.0;850942;True;0.0;USD;Varies with device;Varies with device;YOULOFT GAMES;http://game.youloft.com/;survivaland@51wnl.com;Oct 4, 2019;May 06, 2021;Teen;http://games.youloft.com/privacy.html;True;True;False;2021-06-15 21:35:16;Games;Dead Spreading:Survival;"[[[ 43 195 212]
  [ 44 195 212]
  [ 44 195 212]
  ...
  [ 54 217 236]
  [ 54 217 236]
  [ 54 217 236]]

 [[ 44 195 212]
  [ 44 195 212]
  [ 44 195 212]
  ...
  [ 54 217 236]
  [ 54 217 236]
  [ 54 217 236]]

 [[ 44 195 212]
  [ 44 195 212]
  [ 44 195 212]
  ...
  [ 54 217 236]
  [ 54 217 236]
  [ 54 217 236]]

 ...

 [[ 22  29  45]
  [ 22  29  44]
  [ 22  29  43]
  ...
  [ 63 232 216]
  [ 64 232 215]
  [ 64 232 215]]

 [[ 22  30  45]
  [ 22  29  44]
  [ 22  29  43]
  ...
  [ 64 232 216]
  [ 64 232 215]
  [ 64 232 215]]

 [[ 22  30  45]
  [ 22  29  45]
  [ 22  29  43]
  ...
  [ 64 232 216]
  [ 64 232 215]
  [ 64 232 215]]]"
1296;Photo Gallery 2020;galleryapp.hdphotogallery.picsgallery;Photography;4.1;267.0;10,000+;10000.0;13856;True;0.0;USD;5.9M;4.4 and up;vpn master;;freevpnmasterclient@gmail.com;Jul 27, 2019;Jun 15, 2021;Everyone;https://mjvpnmaster.blogspot.com/2019/07/privacy-policy-effective-date-september.html;True;False;False;2021-06-15 21:03:33;Entertainment;Photo Gallery 2020;"[[[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 ...

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]]"
1297;My Guardian Angel Messages;com.oceanhouse_media.msomguardianangelmessages;Lifestyle;3.9;114.0;10,000+;10000.0;17506;True;0.0;USD;81M;6.0 and up;Oceanhouse Media, Inc.;http://www.oceanhousemedia.com/mgam;support@oceanhousemedia.com;Feb 2, 2018;Feb 11, 2021;Everyone;http://www.oceanhousemedia.com/privacy/;True;True;False;2021-06-16 05:06:55;Lifestyle;My Guardian Angel Messages;"[[[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 ...

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]]"
1298;عصام صاصا 2021 بدون نت | كل المهرجانات;com.nidofaty.issamsassa;Music & Audio;4.8;315.0;50,000+;50000.0;55133;True;0.0;USD;73M;4.1 and up;Extra_Prod;https://ni.7aftarich.com/;dev.extraapps3@gmail.com;Jun 7, 2020;Jun 07, 2021;Teen;http://ni.7aftarich.com/ExtraProd/privacy_policy.html;True;False;False;2021-06-16 09:45:00;Entertainment;عصام صاصا 2021 بدون نت | كل المهرجانات;"[[[69 66 72]
  [69 66 73]
  [71 68 74]
  ...
  [78 75 82]
  [75 72 79]
  [74 71 78]]

 [[68 65 72]
  [68 65 72]
  [70 67 74]
  ...
  [77 74 81]
  [75 72 79]
  [74 71 78]]

 [[66 63 70]
  [66 64 70]
  [68 65 72]
  ...
  [76 73 80]
  [74 71 78]
  [74 71 78]]

 ...

 [[56 53 60]
  [56 53 60]
  [56 52 59]
  ...
  [53 49 57]
  [51 48 55]
  [50 47 54]]

 [[56 53 60]
  [56 53 60]
  [56 53 60]
  ...
  [54 51 58]
  [53 50 57]
  [52 49 56]]

 [[56 53 60]
  [56 53 60]
  [56 53 60]
  ...
  [55 51 58]
  [53 50 57]
  [53 50 57]]]"
1299;notuitr yuirts;vasili.info.narodnaya;Books & Reference;3.9;1385.0;100,000+;100000.0;140825;True;0.0;USD;1.7M;4.0.3 and up;Vasili;http://Vasif.info;vasifmemmedov92@gmail.com;Jul 30, 2014;Jun 01, 2017;Everyone;;True;False;False;2021-06-16 03:14:40;Entertainment;notuitr yuirts;"[[[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 ...

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]]"
1300;FreeSky - Unlimited Discounts (Har दिन Bachat दिन);com.tymksoftwares.freesky;Lifestyle;3.3;604.0;10,000+;10000.0;26898;True;0.0;USD;14M;4.4 and up;Tymk Softwares;http://tymksoftwares.in;support@tymksoftwares.in;Dec 6, 2016;Jun 25, 2019;Everyone;https://www.purchasekaro.com/privacy;False;False;False;2021-06-16 11:40:26;Lifestyle;FreeSky - Unlimited Discounts (Har दिन Bachat दिन);"[[[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 ...

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]]"
1301;Map of Cuba offline;org.mapapps.mapyourtown.cuba;Travel & Local;4.7;4710.0;100,000+;100000.0;217273;True;0.0;USD;50M;4.1 and up;Map Apps;;SmartMapsOffline@gmail.com;Apr 4, 2016;May 26, 2021;Everyone;http://mapapps.org/privacy_policy.html;True;True;False;2021-06-15 23:12:21;Lifestyle;Map of Cuba offline;"[[[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 ...

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]]"
1302;Jawa;com.jawa.cam;Tools;3.2;1083.0;100,000+;100000.0;120204;True;0.0;USD;42M;4.4 and up;Jinliang Yan;https://www.jawalife.net/;uniorganism@gmail.com;Jun 26, 2018;Apr 09, 2020;Everyone;http://www.qq.com/privacy.htm;False;False;False;2021-06-16 06:00:53;Tools;Jawa;"[[[245 105  28 255]
  [245 105  28 255]
  [245 105  28 255]
  ...
  [245 105  28 255]
  [245 105  28 255]
  [245 105  28 255]]

 [[245 105  28 255]
  [245 105  28 255]
  [245 105  28 255]
  ...
  [245 105  28 255]
  [245 105  28 255]
  [245 105  28 255]]

 [[245 105  28 255]
  [245 105  28 255]
  [245 105  28 255]
  ...
  [245 105  28 255]
  [245 105  28 255]
  [245 105  28 255]]

 ...

 [[245 105  28 255]
  [245 105  28 255]
  [245 105  28 255]
  ...
  [245 105  28 255]
  [245 105  28 255]
  [245 105  28 255]]

 [[245 105  28 255]
  [245 105  28 255]
  [245 105  28 255]
  ...
  [245 105  28 255]
  [245 105  28 255]
  [245 105  28 255]]

 [[245 105  28 255]
  [245 105  28 255]
  [245 105  28 255]
  ...
  [245 105  28 255]
  [245 105  28 255]
  [245 105  28 255]]]"
1303;Mother day 2013- Poems Picture;com.motherday;Personalization;4.4;334.0;50,000+;50000.0;92426;True;0.0;USD;6.8M;4.0 and up;Mobile Plasma;http://www.fatarat.com;support@fatarat.com;Mar 11, 2013;Mar 03, 2017;Everyone;http://mobiappsstore.com/androidapps/privacy?appname=com.motherday;True;False;False;2021-06-16 03:41:05;Tools;Mother day 2013- Poems Picture;"[[[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 ...

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]]"
1304;Change My GPS Location;br.com.itexpertconsult.changemygps;Tools;3.0;156.0;50,000+;50000.0;74300;True;0.0;USD;3.1M;2.3.3 and up;IT Experts Consult;;samuelakelvin@gmail.com;Mar 9, 2017;Mar 10, 2017;Everyone;http://changemygps.kajetia.com;True;False;False;2021-06-15 22:02:10;Tools;Change My GPS Location;"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]"
1305;Free HD Movies 2020 - Watch HD Movies Online;com.hdmoviesfree.watchfreemovies.freemovies;Entertainment;4.0;8160.0;100,000+;100000.0;327737;True;0.0;USD;5.1M;4.1 and up;Big Technology Studio;;bigtechnologystudio@gmail.com;Jul 12, 2020;Nov 09, 2020;Everyone;https://bigtechstudio.blogspot.com/2020/07/hd-movies.html?m=1;True;False;False;2021-06-15 23:04:04;Entertainment;Free HD Movies 2020 - Watch HD Movies Online;"[[[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 ...

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]]"
